Submission	Method	GS	AUPR, #1	AUPR, #3	AUPR, #4	AUROC, #1	AUROC, #3	AUROC, #4	PR score, #1	PR score, #3	PR score, #4	ROC score, #1	ROC score, #3	ROC score, #4	Score, #1	Score, #3	Score, #4	Final score
DREAM5_Assembly5#7_net1.txt	nd	old_gs	0.34333389	0.04318897	0.01963919	0.84000138	0.56682165	0.51236959	183.88671249	0.14810381	0.11006072	152.19129003	0.00152871	0.27625153	168.03900126	0.07481626	0.19315612	56.10232455
DREAM5_Assembly5#8_net1.txt	nd	old_gs	0.18503998	0.04318897	0.01963919	0.79731261	0.56682165	0.51236959	10.80351904	0.14810381	0.11006072	78.37060851	0.00152871	0.27625153	44.58706378	0.07481626	0.19315612	14.95167872
DREAM5_Assembly5#9_net1.txt	nd	old_gs	0.22244455	0.04318897	0.01963919	0.81155357	0.56682165	0.51236959	32.86107482	0.14810381	0.11006072	100.10197239	0.00152871	0.27625153	66.48152361	0.07481626	0.19315612	22.249832
DREAM5_Assembly5#10_net1.txt	nd	old_gs	0.18670628	0.04318897	0.01963919	0.77881859	0.56682165	0.51236959	11.53174174	0.14810381	0.11006072	54.36408607	0.00152871	0.27625153	32.9479139	0.07481626	0.19315612	11.07196209
DREAM5_Assembly5#11_net1.txt	nd	old_gs	0.34981959	0.04318897	0.01963919	0.82898988	0.56682165	0.51236959	195.33579286	0.14810381	0.11006072	130.64709364	0.00152871	0.27625153	162.99144325	0.07481626	0.19315612	54.41980521
DREAM5_Assembly5#12_net1.txt	nd	old_gs	0.21416773	0.04318897	0.01963919	0.78532446	0.56682165	0.51236959	26.94934721	0.14810381	0.11006072	62.27326654	0.00152871	0.27625153	44.61130688	0.07481626	0.19315612	14.95975975
DREAM5_Assembly5#13_net1.txt	nd	old_gs	0.35523043	0.04318897	0.01963919	0.82285146	0.56682165	0.51236959	205.1516554	0.14810381	0.11006072	119.39524671	0.00152871	0.27625153	162.27345106	0.07481626	0.19315612	54.18047448
DREAM5_Assembly5#14_net1.txt	nd	old_gs	0.27061361	0.04318897	0.01963919	0.79359298	0.56682165	0.51236959	78.65554561	0.14810381	0.11006072	73.16261884	0.00152871	0.27625153	75.90908223	0.07481626	0.19315612	25.39235154
DREAM5_Assembly5#15_net1.txt	nd	old_gs	0.1880081	0.04318897	0.01963919	0.79809404	0.56682165	0.51236959	12.1153426	0.14810381	0.11006072	79.48711482	0.00152871	0.27625153	45.80122871	0.07481626	0.19315612	15.35640036
DREAM5_Assembly5#16_net1.txt	nd	old_gs	0.29547622	0.04318897	0.01963919	0.81122571	0.56682165	0.51236959	109.7951085	0.14810381	0.11006072	99.565921	0.00152871	0.27625153	104.68051475	0.07481626	0.19315612	34.98282904
DREAM5_Assembly5#17_net1.txt	nd	old_gs	0.31881158	0.04318897	0.01963919	0.83592861	0.56682165	0.51236959	143.61584022	0.14810381	0.11006072	144.00195756	0.00152871	0.27625153	143.80889889	0.07481626	0.19315612	48.02562376
DREAM5_Assembly5#18_net1.txt	nd	old_gs	0.37485227	0.04318897	0.01963919	0.83564187	0.56682165	0.51236959	242.7282709	0.14810381	0.11006072	143.44884184	0.00152871	0.27625153	193.08855637	0.07481626	0.19315612	64.45217625
DREAM5_Assembly5#19_net1.txt	nd	old_gs	0.26291857	0.04318897	0.01963919	0.80908963	0.56682165	0.51236959	70.04027869	0.14810381	0.11006072	96.14315259	0.00152871	0.27625153	83.09171564	0.07481626	0.19315612	27.78656268
DREAM5_Assembly5#0_net1.txt	gs_author	old_gs	0.20388886	0.04318897	0.01963919	0.80617159	0.56682165	0.51236959	20.4206662	0.14810381	0.11006072	91.5553884	0.00152871	0.27625153	55.9880273	0.07481626	0.19315612	18.7519999
DREAM5_Assembly5#1_net1.txt	gs_author	old_gs	0.17257554	0.04318897	0.01963919	0.75947087	0.56682165	0.51236959	6.13498613	0.14810381	0.11006072	34.25326984	0.00152871	0.27625153	20.19412798	0.07481626	0.19315612	6.82070012
DREAM5_Assembly5#2_net1.txt	gs_author	old_gs	0.34560517	0.04318897	0.01963919	0.81433819	0.56682165	0.51236959	187.85916148	0.14810381	0.11006072	104.67929589	0.00152871	0.27625153	146.26922869	0.07481626	0.19315612	48.84573369
DREAM5_Assembly5#3_net1.txt	gs_author	old_gs	0.33352108	0.04318897	0.01963919	0.8174171	0.56682165	0.51236959	167.19469311	0.14810381	0.11006072	109.87923694	0.00152871	0.27625153	138.53696503	0.07481626	0.19315612	46.26831247
DREAM5_Assembly5#4_net1.txt	gs_author	old_gs	0.31149735	0.04318897	0.01963919	0.83433947	0.56682165	0.51236959	132.53338755	0.14810381	0.11006072	140.89574889	0.00152871	0.27625153	136.71456822	0.07481626	0.19315612	45.66084687
DREAM5_Assembly5#5_net1.txt	gs_author	old_gs	0.35932839	0.04318897	0.01963919	0.82279621	0.56682165	0.51236959	212.74637862	0.14810381	0.11006072	119.28797393	0.00152871	0.27625153	166.01717628	0.07481626	0.19315612	55.42838289
DREAM5_Assembly5#6_net1.txt	gs_author	old_gs	0.21828402	0.04318897	0.01963919	0.77079206	0.56682165	0.51236959	29.81831236	0.14810381	0.11006072	45.4142972	0.00152871	0.27625153	37.61630478	0.07481626	0.19315612	12.62809239
DREAM5_Assembly5#7_net1.txt	gs_author	old_gs	0.34844304	0.04318897	0.01963919	0.8286479	0.56682165	0.51236959	192.88720998	0.14810381	0.11006072	129.99107385	0.00152871	0.27625153	161.43914191	0.07481626	0.19315612	53.90237143
DREAM5_Assembly5#8_net1.txt	gs_author	old_gs	0.28548387	0.04318897	0.01963919	0.79402773	0.56682165	0.51236959	96.67352089	0.14810381	0.11006072	73.75475623	0.00152871	0.27625153	85.21413856	0.07481626	0.19315612	28.49403698
DREAM5_Assembly5#9_net1.txt	gs_author	old_gs	0.16858412	0.04318897	0.01963919	0.79024573	0.56682165	0.51236959	4.92588696	0.14810381	0.11006072	68.63746138	0.00152871	0.27625153	36.78167417	0.07481626	0.19315612	12.34988219
DREAM5_Assembly5#10_net1.txt	gs_author	old_gs	0.23649147	0.04318897	0.01963919	0.78859198	0.56682165	0.51236959	44.21666985	0.14810381	0.11006072	66.46585428	0.00152871	0.27625153	55.34126207	0.07481626	0.19315612	18.53641148
DREAM5_Assembly5#11_net1.txt	gs_author	old_gs	0.24795967	0.04318897	0.01963919	0.83735528	0.56682165	0.51236959	54.70456519	0.14810381	0.11006072	146.84460601	0.00152871	0.27625153	100.7745856	0.07481626	0.19315612	33.68085266
DREAM5_Assembly5#12_net1.txt	gs_author	old_gs	0.18247002	0.04318897	0.01963919	0.79559801	0.56682165	0.51236959	9.73008808	0.14810381	0.11006072	75.93861843	0.00152871	0.27625153	42.83435325	0.07481626	0.19315612	14.36744188
DREAM5_Assembly5#13_net1.txt	gs_author	old_gs	0.32796288	0.04318897	0.01963919	0.81944924	0.56682165	0.51236959	158.07754176	0.14810381	0.11006072	113.39801578	0.00152871	0.27625153	135.73777877	0.07481626	0.19315612	45.33525038
DREAM5_Assembly5#14_net1.txt	gs_author	old_gs	0.16592296	0.04318897	0.01963919	0.78072712	0.56682165	0.51236959	4.19694691	0.14810381	0.11006072	56.62444378	0.00152871	0.27625153	30.41069535	0.07481626	0.19315612	10.22622258
DREAM5_Assembly5#15_net1.txt	gs_author	old_gs	0.18277524	0.04318897	0.01963919	0.77492594	0.56682165	0.51236959	9.85652789	0.14810381	0.11006072	49.91421961	0.00152871	0.27625153	29.88537375	0.07481626	0.19315612	10.05111538
DREAM5_Assembly5#16_net1.txt	gs_author	old_gs	0.26843809	0.04318897	0.01963919	0.82288563	0.56682165	0.51236959	76.16679468	0.14810381	0.11006072	119.44890251	0.00152871	0.27625153	97.8078486	0.07481626	0.19315612	32.69194033
DREAM5_Assembly5#17_net1.txt	gs_author	old_gs	0.20162675	0.04318897	0.01963919	0.79963077	0.56682165	0.51236959	19.10640694	0.14810381	0.11006072	81.71650786	0.00152871	0.27625153	50.4114574	0.07481626	0.19315612	16.89314326
DREAM5_Assembly5#18_net1.txt	gs_author	old_gs	0.24927176	0.04318897	0.01963919	0.79075878	0.56682165	0.51236959	55.98296168	0.14810381	0.11006072	69.31631394	0.00152871	0.27625153	62.64963781	0.07481626	0.19315612	20.97253673
DREAM5_Assembly5#19_net1.txt	gs_author	old_gs	0.16455248	0.04318897	0.01963919	0.80684905	0.56682165	0.51236959	3.84556872	0.14810381	0.11006072	92.61299681	0.00152871	0.27625153	48.22928276	0.07481626	0.19315612	16.16575172
DREAM5_Assembly5#0_net1.txt	gs	old_gs	0.17144568	0.04318897	0.01963919	0.78993203	0.56682165	0.51236959	5.77846613	0.14810381	0.11006072	68.22658688	0.00152871	0.27625153	37.0025265	0.07481626	0.19315612	12.42349963
DREAM5_Assembly5#1_net1.txt	gs	old_gs	0.24220591	0.04318897	0.01963919	0.83326106	0.56682165	0.51236959	49.30518676	0.14810381	0.11006072	138.79340424	0.00152871	0.27625153	94.0492955	0.07481626	0.19315612	31.43908929
DREAM5_Assembly5#2_net1.txt	gs	old_gs	0.15972703	0.04318897	0.01963919	0.79592402	0.56682165	0.51236959	2.7369143	0.14810381	0.11006072	76.40201853	0.00152871	0.27625153	39.56946641	0.07481626	0.19315612	13.27914627
DREAM5_Assembly5#3_net1.txt	gs	old_gs	0.20585785	0.04318897	0.01963919	0.80581342	0.56682165	0.51236959	21.60193864	0.14810381	0.11006072	90.9981233	0.00152871	0.27625153	56.30003097	0.07481626	0.19315612	18.85600112
DREAM5_Assembly5#4_net1.txt	gs	old_gs	0.20571143	0.04318897	0.01963919	0.80079929	0.56682165	0.51236959	21.51689512	0.14810381	0.11006072	83.43249294	0.00152871	0.27625153	52.47469403	0.07481626	0.19315612	17.5808888
DREAM5_Assembly5#5_net1.txt	gs	old_gs	0.22431178	0.04318897	0.01963919	0.77714332	0.56682165	0.51236959	34.27652794	0.14810381	0.11006072	52.42852306	0.00152871	0.27625153	43.3525255	0.07481626	0.19315612	14.54016596
DREAM5_Assembly5#6_net1.txt	gs	old_gs	0.18352413	0.04318897	0.01963919	0.77496227	0.56682165	0.51236959	10.16588154	0.14810381	0.11006072	49.9589306	0.00152871	0.27625153	30.06240607	0.07481626	0.19315612	10.11012615
DREAM5_Assembly5#7_net1.txt	gs	old_gs	0.32879646	0.04318897	0.01963919	0.83133304	0.56682165	0.51236959	159.42275671	0.14810381	0.11006072	135.07861356	0.00152871	0.27625153	147.25068514	0.07481626	0.19315612	49.17288584
DREAM5_Assembly5#8_net1.txt	gs	old_gs	0.17550362	0.04318897	0.01963919	0.7926867	0.56682165	0.51236959	7.11127475	0.14810381	0.11006072	71.91797438	0.00152871	0.27625153	39.51462456	0.07481626	0.19315612	13.26086565
DREAM5_Assembly5#9_net1.txt	gs	old_gs	0.32419081	0.04318897	0.01963919	0.83792291	0.56682165	0.51236959	152.03720804	0.14810381	0.11006072	147.98599717	0.00152871	0.27625153	150.01160261	0.07481626	0.19315612	50.09319166
DREAM5_Assembly5#10_net1.txt	gs	old_gs	0.35229464	0.04318897	0.01963919	0.81996951	0.56682165	0.51236959	199.80644679	0.14810381	0.11006072	114.30449361	0.00152871	0.27625153	157.0554702	0.07481626	0.19315612	52.44114753
DREAM5_Assembly5#11_net1.txt	gs	old_gs	0.37108251	0.04318897	0.01963919	0.83618682	0.56682165	0.51236959	235.273614	0.14810381	0.11006072	144.51658709	0.00152871	0.27625153	189.89510055	0.07481626	0.19315612	63.38769098
DREAM5_Assembly5#12_net1.txt	gs	old_gs	0.25628518	0.04318897	0.01963919	0.79281712	0.56682165	0.51236959	63.01473908	0.14810381	0.11006072	72.09507564	0.00152871	0.27625153	67.55490736	0.07481626	0.19315612	22.60762658
DREAM5_Assembly5#13_net1.txt	gs	old_gs	0.2660376	0.04318897	0.01963919	0.79039669	0.56682165	0.51236959	73.47219153	0.14810381	0.11006072	68.83674966	0.00152871	0.27625153	71.15447059	0.07481626	0.19315612	23.80748099
DREAM5_Assembly5#14_net1.txt	gs	old_gs	0.17184324	0.04318897	0.01963919	0.78769148	0.56682165	0.51236959	5.9033946	0.14810381	0.11006072	65.29721261	0.00152871	0.27625153	35.60030361	0.07481626	0.19315612	11.956092
DREAM5_Assembly5#15_net1.txt	gs	old_gs	0.25909172	0.04318897	0.01963919	0.82134776	0.56682165	0.51236959	65.94794891	0.14810381	0.11006072	116.71128363	0.00152871	0.27625153	91.32961627	0.07481626	0.19315612	30.53252955
DREAM5_Assembly5#16_net1.txt	gs	old_gs	0.31743167	0.04318897	0.01963919	0.8329461	0.56682165	0.51236959	141.49337902	0.14810381	0.11006072	138.17374152	0.00152871	0.27625153	139.83356027	0.07481626	0.19315612	46.70051088
DREAM5_Assembly5#17_net1.txt	gs	old_gs	0.16441301	0.04318897	0.01963919	0.76789515	0.56682165	0.51236959	3.81058169	0.14810381	0.11006072	42.39191801	0.00152871	0.27625153	23.10124985	0.07481626	0.19315612	7.78974074
DREAM5_Assembly5#18_net1.txt	gs	old_gs	0.34169996	0.04318897	0.01963919	0.82619813	0.56682165	0.51236959	181.04244432	0.14810381	0.11006072	125.44850594	0.00152871	0.27625153	153.24547513	0.07481626	0.19315612	51.17114917
DREAM5_Assembly5#19_net1.txt	gs	old_gs	0.27988229	0.04318897	0.01963919	0.79139026	0.56682165	0.51236959	89.67501653	0.14810381	0.11006072	70.17331038	0.00152871	0.27625153	79.92416345	0.07481626	0.19315612	26.73071195
DREAM5_NetworkInference_Assembly7#0_Network1.txt	raw	old_gs	0.33843371	0.04318897	0.01963919	0.82616617	0.56682165	0.51236959	175.45265052	0.14810381	0.11006072	125.39341979	0.00152871	0.27625153	150.42303515	0.07481626	0.19315612	50.23033585
DREAM5_NetworkInference_Assembly7#1_Network1.txt	raw	old_gs	0.34235522	0.04318897	0.01963919	0.84211066	0.56682165	0.51236959	182.18449619	0.14810381	0.11006072	156.52183103	0.00152871	0.27625153	169.35316361	0.07481626	0.19315612	56.54037866
DREAM5_NetworkInference_Assembly7#2_Network1.txt	raw	old_gs	0.35027908	0.04318897	0.01963919	0.81710832	0.56682165	0.51236959	196.16131184	0.14810381	0.11006072	109.34973303	0.00152871	0.27625153	152.75552244	0.07481626	0.19315612	51.00783161
DREAM5_NetworkInference_Assembly7#3_Network1.txt	raw	old_gs	0.14937335	0.04318897	0.01963919	0.79290236	0.56682165	0.51236959	1.03538663	0.14810381	0.11006072	72.21782185	0.00152871	0.27625153	36.62660424	0.07481626	0.19315612	12.29819221
DREAM5_NetworkInference_Assembly7#4_Network1.txt	raw	old_gs	0.17762361	0.04318897	0.01963919	0.80635989	0.56682165	0.51236959	7.86431428	0.14810381	0.11006072	91.85023873	0.00152871	0.27625153	49.85727651	0.07481626	0.19315612	16.7084163
DREAM5_NetworkInference_Assembly7#5_Network1.txt	raw	old_gs	0.21813266	0.04318897	0.01963919	0.79726105	0.56682165	0.51236959	29.71133424	0.14810381	0.11006072	78.29932781	0.00152871	0.27625153	54.00533102	0.07481626	0.19315612	18.09110113
DREAM5_NetworkInference_Assembly7#6_Network1.txt	raw	old_gs	0.26588745	0.04318897	0.01963919	0.78747181	0.56682165	0.51236959	73.30535655	0.14810381	0.11006072	65.01324654	0.00152871	0.27625153	69.15930155	0.07481626	0.19315612	23.14242464
DREAM5_NetworkInference_Assembly7#7_Network1.txt	raw	old_gs	0.19132513	0.04318897	0.01963919	0.79911335	0.56682165	0.51236959	13.67210273	0.14810381	0.11006072	80.96001041	0.00152871	0.27625153	47.31605657	0.07481626	0.19315612	15.86134299
DREAM5_NetworkInference_Assembly7#8_Network1.txt	raw	old_gs	0.21394696	0.04318897	0.01963919	0.77763916	0.56682165	0.51236959	26.80020308	0.14810381	0.11006072	53.00404967	0.00152871	0.27625153	39.90212638	0.07481626	0.19315612	13.39003292
DREAM5_NetworkInference_Assembly7#9_Network1.txt	raw	old_gs	0.30173247	0.04318897	0.01963919	0.83612707	0.56682165	0.51236959	118.43212343	0.14810381	0.11006072	144.39773906	0.00152871	0.27625153	131.41493124	0.07481626	0.19315612	43.89430121
DREAM5_NetworkInference_Assembly7#10_Network1.txt	raw	old_gs	0.23675147	0.04318897	0.01963919	0.78991762	0.56682165	0.51236959	44.44244063	0.14810381	0.11006072	68.20012456	0.00152871	0.27625153	56.32128259	0.07481626	0.19315612	18.86308499
DREAM5_NetworkInference_Assembly7#11_Network1.txt	raw	old_gs	0.35787823	0.04318897	0.01963919	0.82783587	0.56682165	0.51236959	210.0451065	0.14810381	0.11006072	128.47964975	0.00152871	0.27625153	169.26237813	0.07481626	0.19315612	56.51011684
DREAM5_NetworkInference_Assembly7#12_Network1.txt	raw	old_gs	0.27425679	0.04318897	0.01963919	0.83292976	0.56682165	0.51236959	82.89828331	0.14810381	0.11006072	138.15440102	0.00152871	0.27625153	110.52634217	0.07481626	0.19315612	36.93143818
DREAM5_NetworkInference_Assembly7#13_Network1.txt	raw	old_gs	0.13270374	0.04318897	0.01963919	0.74846647	0.56682165	0.51236959	0.0360079	0.14810381	0.11006072	25.02048373	0.00152871	0.27625153	12.52824582	0.07481626	0.19315612	4.26540607
DREAM5_NetworkInference_Assembly7#14_Network1.txt	raw	old_gs	0.16245234	0.04318897	0.01963919	0.78970256	0.56682165	0.51236959	3.33866226	0.14810381	0.11006072	67.9226047	0.00152871	0.27625153	35.63063348	0.07481626	0.19315612	11.96620195
DREAM5_NetworkInference_Assembly7#15_Network1.txt	raw	old_gs	0.19901966	0.04318897	0.01963919	0.81802841	0.56682165	0.51236959	17.64308813	0.14810381	0.11006072	110.92517745	0.00152871	0.27625153	64.28413279	0.07481626	0.19315612	21.51736839
DREAM5_NetworkInference_Assembly7#16_Network1.txt	raw	old_gs	0.18646279	0.04318897	0.01963919	0.79112314	0.56682165	0.51236959	11.42560017	0.14810381	0.11006072	69.81107209	0.00152871	0.27625153	40.61833613	0.07481626	0.19315612	13.6287695
DREAM5_NetworkInference_Assembly7#17_Network1.txt	raw	old_gs	0.34994855	0.04318897	0.01963919	0.83598685	0.56682165	0.51236959	195.56892014	0.14810381	0.11006072	144.12063085	0.00152871	0.27625153	169.8447755	0.07481626	0.19315612	56.70424929
DREAM5_NetworkInference_Assembly7#18_Network1.txt	raw	old_gs	0.21035866	0.04318897	0.01963919	0.81308273	0.56682165	0.51236959	24.42460589	0.14810381	0.11006072	102.60753436	0.00152871	0.27625153	63.51607013	0.07481626	0.19315612	21.2613475
DREAM5_NetworkInference_Assembly7#19_Network1.txt	raw	old_gs	0.17345218	0.04318897	0.01963919	0.82016775	0.56682165	0.51236959	6.4203424	0.14810381	0.11006072	114.63667374	0.00152871	0.27625153	60.52850807	0.07481626	0.19315612	20.26549348
DREAM5_Assembly7#0_net1_MI2.txt	idirect	old_gs	0.37395878	0.04318897	0.01963919	0.80896651	0.56682165	0.51236959	240.93838266	0.14810381	0.11006072	95.93633508	0.00152871	0.27625153	168.43735887	0.07481626	0.19315612	56.23511042
DREAM5_Assembly7#1_net1_MI2.txt	idirect	old_gs	0.26161887	0.04318897	0.01963919	0.786446	0.56682165	0.51236959	68.63405241	0.14810381	0.11006072	63.69265327	0.00152871	0.27625153	66.16335284	0.07481626	0.19315612	22.14377507
DREAM5_Assembly7#2_net1_MI2.txt	idirect	old_gs	0.30647399	0.04318897	0.01963919	0.83620745	0.56682165	0.51236959	125.18394148	0.14810381	0.11006072	144.55621475	0.00152871	0.27625153	134.87007812	0.07481626	0.19315612	45.04601683
DREAM5_Assembly7#3_net1_MI2.txt	idirect	old_gs	0.3471824	0.04318897	0.01963919	0.81706137	0.56682165	0.51236959	190.64848737	0.14810381	0.11006072	109.28151004	0.00152871	0.27625153	149.9649987	0.07481626	0.19315612	50.07765703
DREAM5_Assembly7#4_net1_MI2.txt	idirect	old_gs	0.20830738	0.04318897	0.01963919	0.81266927	0.56682165	0.51236959	23.11729857	0.14810381	0.11006072	101.93284278	0.00152871	0.27625153	62.52507068	0.07481626	0.19315612	20.93101435
DREAM5_Assembly7#5_net1_MI2.txt	idirect	old_gs	0.34570341	0.04318897	0.01963919	0.84753497	0.56682165	0.51236959	188.03510852	0.14810381	0.11006072	167.94480267	0.00152871	0.27625153	177.9899556	0.07481626	0.19315612	59.41930933
DREAM5_Assembly7#6_net1_MI2.txt	idirect	old_gs	0.19484246	0.04318897	0.01963919	0.80018026	0.56682165	0.51236959	15.42657332	0.14810381	0.11006072	82.52077523	0.00152871	0.27625153	48.97367428	0.07481626	0.19315612	16.41388222
DREAM5_Assembly7#7_net1_MI2.txt	idirect	old_gs	0.19210255	0.04318897	0.01963919	0.80666732	0.56682165	0.51236959	14.05166082	0.14810381	0.11006072	92.3168306	0.00152871	0.27625153	53.18424571	0.07481626	0.19315612	17.81740603
DREAM5_Assembly7#8_net1_MI2.txt	idirect	old_gs	0.22095617	0.04318897	0.01963919	0.79727485	0.56682165	0.51236959	31.75440783	0.14810381	0.11006072	78.31358115	0.00152871	0.27625153	55.03399449	0.07481626	0.19315612	18.43398896
DREAM5_Assembly7#9_net1_MI2.txt	idirect	old_gs	0.22623551	0.04318897	0.01963919	0.77869816	0.56682165	0.51236959	35.7605406	0.14810381	0.11006072	54.22373656	0.00152871	0.27625153	44.99213858	0.07481626	0.19315612	15.08670365
DREAM5_Assembly7#10_net1_MI2.txt	idirect	old_gs	0.35858491	0.04318897	0.01963919	0.82766	0.56682165	0.51236959	211.36570245	0.14810381	0.11006072	128.16364127	0.00152871	0.27625153	169.76467186	0.07481626	0.19315612	56.67754808
DREAM5_Assembly7#11_net1_MI2.txt	idirect	old_gs	0.15283446	0.04318897	0.01963919	0.79367139	0.56682165	0.51236959	1.50344685	0.14810381	0.11006072	73.27258906	0.00152871	0.27625153	37.38801796	0.07481626	0.19315612	12.55199678
DREAM5_Assembly7#12_net1_MI2.txt	idirect	old_gs	0.13495049	0.04318897	0.01963919	0.74928673	0.56682165	0.51236959	0.07142232	0.14810381	0.11006072	25.65375982	0.00152871	0.27625153	12.86259107	0.07481626	0.19315612	4.37685448
DREAM5_Assembly7#13_net1_MI2.txt	idirect	old_gs	0.16548737	0.04318897	0.01963919	0.79012323	0.56682165	0.51236959	4.0823138	0.14810381	0.11006072	68.47825525	0.00152871	0.27625153	36.28028453	0.07481626	0.19315612	12.1827523
DREAM5_Assembly7#14_net1_MI2.txt	idirect	old_gs	0.34391864	0.04318897	0.01963919	0.84211135	0.56682165	0.51236959	184.89777261	0.14810381	0.11006072	156.52183103	0.00152871	0.27625153	170.70980182	0.07481626	0.19315612	56.9925914
DREAM5_Assembly7#15_net1_MI2.txt	idirect	old_gs	0.27715248	0.04318897	0.01963919	0.83299347	0.56682165	0.51236959	86.35645914	0.14810381	0.11006072	138.2704658	0.00152871	0.27625153	112.31346247	0.07481626	0.19315612	37.52714495
DREAM5_Assembly7#16_net1_MI2.txt	idirect	old_gs	0.18871114	0.04318897	0.01963919	0.79147031	0.56682165	0.51236959	12.44025382	0.14810381	0.11006072	70.28083452	0.00152871	0.27625153	41.36054417	0.07481626	0.19315612	13.87617218
DREAM5_Assembly7#17_net1_MI2.txt	idirect	old_gs	0.2372503	0.04318897	0.01963919	0.78997455	0.56682165	0.51236959	44.86947122	0.14810381	0.11006072	68.27952814	0.00152871	0.27625153	56.57449968	0.07481626	0.19315612	18.94749069
DREAM5_Assembly7#18_net1_MI2.txt	idirect	old_gs	0.20281195	0.04318897	0.01963919	0.81827025	0.56682165	0.51236959	19.79297612	0.14810381	0.11006072	111.35537981	0.00152871	0.27625153	65.57417796	0.07481626	0.19315612	21.94738345
DREAM5_Assembly7#19_net1_MI2.txt	idirect	old_gs	0.17193136	0.04318897	0.01963919	0.81994688	0.56682165	0.51236959	5.93169582	0.14810381	0.11006072	114.25209144	0.00152871	0.27625153	60.09189363	0.07481626	0.19315612	20.11995534
DREAM5_Assembly7#0_net1.txt	nd	old_gs	0.23829215	0.04318897	0.01963919	0.78991659	0.56682165	0.51236959	45.7913084	0.14810381	0.11006072	68.20012456	0.00152871	0.27625153	56.99571648	0.07481626	0.19315612	19.08789629
DREAM5_Assembly7#1_net1.txt	nd	old_gs	0.20274079	0.04318897	0.01963919	0.81134976	0.56682165	0.51236959	19.75225389	0.14810381	0.11006072	99.77690802	0.00152871	0.27625153	59.76458096	0.07481626	0.19315612	20.01085111
DREAM5_Assembly7#2_net1.txt	nd	old_gs	0.22001114	0.04318897	0.01963919	0.777248	0.56682165	0.51236959	31.06590249	0.14810381	0.11006072	52.54335624	0.00152871	0.27625153	41.80462936	0.07481626	0.19315612	14.02420058
DREAM5_Assembly7#3_net1.txt	nd	old_gs	0.140934	0.04318897	0.01963919	0.74873751	0.56682165	0.51236959	0.29344538	0.14810381	0.11006072	25.22804289	0.00152871	0.27625153	12.76074413	0.07481626	0.19315612	4.34290551
DREAM5_Assembly7#4_net1.txt	nd	old_gs	0.15464516	0.04318897	0.01963919	0.7940902	0.56682165	0.51236959	1.78824551	0.14810381	0.11006072	73.85139434	0.00152871	0.27625153	37.81981992	0.07481626	0.19315612	12.69593077
DREAM5_Assembly7#5_net1.txt	nd	old_gs	0.27923321	0.04318897	0.01963919	0.83441856	0.56682165	0.51236959	88.8793371	0.14810381	0.11006072	141.03259698	0.00152871	0.27625153	114.95596704	0.07481626	0.19315612	38.40797981
DREAM5_Assembly7#6_net1.txt	nd	old_gs	0.17402229	0.04318897	0.01963919	0.82057517	0.56682165	0.51236959	6.60877857	0.14810381	0.11006072	115.35524768	0.00152871	0.27625153	60.98201312	0.07481626	0.19315612	20.41666183
DREAM5_Assembly7#7_net1.txt	nd	old_gs	0.20952488	0.04318897	0.01963919	0.80113628	0.56682165	0.51236959	23.89098983	0.14810381	0.11006072	83.91996271	0.00152871	0.27625153	53.90547627	0.07481626	0.19315612	18.05781622
DREAM5_Assembly7#8_net1.txt	nd	old_gs	0.22451285	0.04318897	0.01963919	0.79607477	0.56682165	0.51236959	34.42966129	0.14810381	0.11006072	76.61315739	0.00152871	0.27625153	55.52140934	0.07481626	0.19315612	18.59646057
DREAM5_Assembly7#9_net1.txt	nd	old_gs	0.20866064	0.04318897	0.01963919	0.81877157	0.56682165	0.51236959	23.3379608	0.14810381	0.11006072	112.21846869	0.00152871	0.27625153	67.77821474	0.07481626	0.19315612	22.68206237
DREAM5_Assembly7#10_net1.txt	nd	old_gs	0.16389634	0.04318897	0.01963919	0.78986257	0.56682165	0.51236959	3.68212302	0.14810381	0.11006072	68.13399301	0.00152871	0.27625153	35.90805801	0.07481626	0.19315612	12.0586768
DREAM5_Assembly7#11_net1.txt	nd	old_gs	0.20704849	0.04318897	0.01963919	0.80630525	0.56682165	0.51236959	22.33156941	0.14810381	0.11006072	91.75707299	0.00152871	0.27625153	57.0443212	0.07481626	0.19315612	19.10409786
DREAM5_Assembly7#12_net1.txt	nd	old_gs	0.25227493	0.04318897	0.01963919	0.786278	0.56682165	0.51236959	58.94231497	0.14810381	0.11006072	63.47609804	0.00152871	0.27625153	61.20920651	0.07481626	0.19315612	20.49239296
DREAM5_Assembly7#13_net1.txt	nd	old_gs	0.35487457	0.04318897	0.01963919	0.83832784	0.56682165	0.51236959	204.50954235	0.14810381	0.11006072	148.78980292	0.00152871	0.27625153	176.64967263	0.07481626	0.19315612	58.97254834
DREAM5_Assembly7#14_net1.txt	nd	old_gs	0.34431376	0.04318897	0.01963919	0.84767975	0.56682165	0.51236959	185.59662608	0.14810381	0.11006072	168.26707145	0.00152871	0.27625153	176.93184877	0.07481626	0.19315612	59.06660705
DREAM5_Assembly7#15_net1.txt	nd	old_gs	0.32891048	0.04318897	0.01963919	0.83748336	0.56682165	0.51236959	159.60145452	0.14810381	0.11006072	147.10450626	0.00152871	0.27625153	153.35298039	0.07481626	0.19315612	51.20698426
